No Kurs,Tanggal Kurs,Kurs
1753,10/10/2013 12:00:00 AM,11542
1754,10/9/2013 12:00:00 AM,11540
1755,10/8/2013 12:00:00 AM,11538
1756,10/7/2013 12:00:00 AM,11532
1757,10/4/2013 12:00:00 AM,11556
1758,10/3/2013 12:00:00 AM,11535
1759,10/2/2013 12:00:00 AM,11568
1760,10/1/2013 12:00:00 AM,11593
1761,9/30/2013 12:00:00 AM,11613
1762,9/27/2013 12:00:00 AM,11532
1763,9/26/2013 12:00:00 AM,11573
1764,9/25/2013 12:00:00 AM,11569
1765,9/24/2013 12:00:00 AM,11535
1766,9/23/2013 12:00:00 AM,11435
1767,9/20/2013 12:00:00 AM,11352
1768,9/19/2013 12:00:00 AM,11278
1769,9/18/2013 12:00:00 AM,11492
1770,9/17/2013 12:00:00 AM,11451
1771,9/16/2013 12:00:00 AM,11423
1772,9/13/2013 12:00:00 AM,11395
1773,9/12/2013 12:00:00 AM,11494
1774,9/11/2013 12:00:00 AM,11438
1775,9/10/2013 12:00:00 AM,11180
1776,9/9/2013 12:00:00 AM,11188
1777,9/6/2013 12:00:00 AM,11200
1778,9/5/2013 12:00:00 AM,11125
1779,9/4/2013 12:00:00 AM,11093
1780,9/3/2013 12:00:00 AM,10983
1781,9/2/2013 12:00:00 AM,10922
1782,8/30/2013 12:00:00 AM,10924
1783,8/29/2013 12:00:00 AM,10936
1784,8/28/2013 12:00:00 AM,10950
1785,8/27/2013 12:00:00 AM,10883
1786,8/26/2013 12:00:00 AM,10841
1787,8/23/2013 12:00:00 AM,10848
1788,8/22/2013 12:00:00 AM,10795
1789,8/21/2013 12:00:00 AM,10723
1790,8/20/2013 12:00:00 AM,10504
1791,8/19/2013 12:00:00 AM,10451
1792,8/16/2013 12:00:00 AM,10392
1793,8/15/2013 12:00:00 AM,10318
1794,8/14/2013 12:00:00 AM,10297
1795,8/13/2013 12:00:00 AM,10292
1796,8/12/2013 12:00:00 AM,10287
1797,8/2/2013 12:00:00 AM,10286
1798,8/1/2013 12:00:00 AM,10288
1799,7/31/2013 12:00:00 AM,10278
1800,7/30/2013 12:00:00 AM,10277
1801,7/29/2013 12:00:00 AM,10270
1802,7/26/2013 12:00:00 AM,10265
1803,7/25/2013 12:00:00 AM,10263
1804,7/24/2013 12:00:00 AM,10262
1805,7/23/2013 12:00:00 AM,10222
1806,7/22/2013 12:00:00 AM,10068
1807,7/19/2013 12:00:00 AM,10070
1808,7/18/2013 12:00:00 AM,10059
1809,7/17/2013 12:00:00 AM,10040
1810,7/16/2013 12:00:00 AM,10036
1811,7/15/2013 12:00:00 AM,10024
1812,7/12/2013 12:00:00 AM,9980
1813,7/11/2013 12:00:00 AM,9979
1814,7/10/2013 12:00:00 AM,9970
1815,7/9/2013 12:00:00 AM,9960
1816,7/8/2013 12:00:00 AM,9960
1817,7/5/2013 12:00:00 AM,9945
1818,7/4/2013 12:00:00 AM,9945
1819,7/3/2013 12:00:00 AM,9941
1820,7/2/2013 12:00:00 AM,9940
1821,7/1/2013 12:00:00 AM,9934
1822,6/28/2013 12:00:00 AM,9929
1823,6/27/2013 12:00:00 AM,9937
1824,6/26/2013 12:00:00 AM,9939
1825,6/25/2013 12:00:00 AM,9948
1826,6/24/2013 12:00:00 AM,9931
1827,6/21/2013 12:00:00 AM,9960
1828,6/20/2013 12:00:00 AM,9927
1829,6/19/2013 12:00:00 AM,9910
1830,6/18/2013 12:00:00 AM,9918
1831,6/17/2013 12:00:00 AM,9881
1832,6/14/2013 12:00:00 AM,9886
1833,6/13/2013 12:00:00 AM,9887
1834,6/12/2013 12:00:00 AM,9856
1835,6/11/2013 12:00:00 AM,9821
1836,6/10/2013 12:00:00 AM,9806
1837,6/7/2013 12:00:00 AM,9790
1838,6/5/2013 12:00:00 AM,9807
1839,6/4/2013 12:00:00 AM,9805
1840,6/3/2013 12:00:00 AM,9811
1841,5/31/2013 12:00:00 AM,9802
1842,5/30/2013 12:00:00 AM,9811
1843,5/29/2013 12:00:00 AM,9810
1844,5/28/2013 12:00:00 AM,9810
1845,5/27/2013 12:00:00 AM,9792
1846,5/24/2013 12:00:00 AM,9772
1847,5/23/2013 12:00:00 AM,9774
1848,5/22/2013 12:00:00 AM,9765
1849,5/21/2013 12:00:00 AM,9765
1850,5/20/2013 12:00:00 AM,9760
